0	234.76
10	0.61953
20	0.4089
30	0.46182
40	0.49618
50	0.43164
60	0.70326
70	0.92298
80	1.2264
90	2.9038
100	145.65
110	3.07
120	1.6906
130	1.065
140	1.1022
150	1.0218
160	0.80904
170	0.85725
180	1.094
190	1.6576
200	30.918
210	0.98106
220	0.15996
230	0.085915
240	0.15881
250	0.2618
260	0.24452
270	0.37161
280	0.94756
290	2.0331
300	38.465
310	2.6621
320	1.5478
330	1.0532
340	0.96717
350	0.83157
360	0.90556
370	1.0473
380	1.2229
390	2.3997
400	27.042
410	2.3426
420	0.765
430	0.39079
440	0.19091
450	0.19533
460	0.083848
470	0.12353
480	0.37492
490	0.87941
500	12.971
510	1.6646
520	0.82229
530	0.89183
540	0.73727
550	0.75831
560	0.77577
570	0.95469
580	1.3926
590	2.5788
600	21.412
610	2.6527
620	1.4964
630	0.8328
640	0.60386
650	0.56858
660	0.3306
670	0.32472
680	0.36498
690	0.45974
700	3.4953
710	0.90319
720	0.52061
730	0.46383
740	0.42077
750	0.51702
760	0.49922
770	0.84439
780	1.1213
790	2.0626
800	15.125
810	3.075
820	1.581
830	0.77415
840	0.775
850	0.73077
860	0.68546
870	0.67903
880	0.72784
890	1.1368
900	6.349
910	1.3734
920	0.33628
930	0.40774
940	0.28748
950	0.41383
960	0.37351
970	0.67234
980	0.82838
990	1.5181
1000	9.3119
1010	2.6998
1020	1.3073
1030	0.82095
1040	0.72361
1050	0.80595
1060	0.65885
1070	0.58259
1080	1.1226
1090	1.6681
1100	7.8386
1110	2.1902
1120	0.88978
1130	0.5821
1140	0.42116
1150	0.3943
1160	0.34871
1170	0.39233
1180	0.62947
1190	1.1454
1200	5.6655
1210	1.9044
1220	0.96076
1230	0.58483
1240	0.50305
1250	0.5204
1260	0.40012
1270	0.61731
1280	0.9679
1290	1.5397
1300	7.1402
1310	2.6044
1320	1.1819
1330	0.8045
1340	0.57436
1350	0.50021
1360	0.49229
1370	0.50109
1380	0.65763
1390	1.1644
1400	5.1905
1410	2.1233
1420	0.77099
1430	0.60489
1440	0.44186
1450	0.42875
1460	0.4749
1470	0.5416
1480	0.76954
1490	1.3707
1500	5.5357
1510	2.6553
1520	0.98428
1530	0.54854
1540	0.6463
